Option Name,URL,Contact,Address,Distance,Duration,Map,Pet Policy,Parking,Gym,Kitchen,Amenities,Features,Living Space,Rent,Monthly Fees,One Time Fees,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
215 W 101st St,https://www.apartments.com/215-w-101st-st-new-york-ny/bztxpvc/,484-801-0813,"215 W 101st St, New York, NY 10025","* morning: 5.1 mi
* evening: 5.4 mi","* morning: 38 mins
* evening: 33 mins","https://www.google.com/maps/place/215+W+101st+St,+New+York,+NY+10025",Dogs and Cats Allowed,,,,,* Wheelchair Accessible (Rooms),,"$2,450",,,12 Months,* Laundry Facilities,,,
333 E 49th St Unit 1R,https://www.apartments.com/333-e-49th-st-new-york-ny/hjg88w3/,844-234-9726,"333 E 49th St, New York, NY 10017","* morning: 0.9 mi
* evening: 0.9 mi","* morning: 10 mins
* evening: 11 mins","https://www.google.com/maps/place/333+E+49th+St,+New+York,+NY+10017",Dogs and Cats Allowed,,,,,,,"$2,450",,,12 Months,* Laundry Facilities,,,
598 6th St Unit 3D,https://www.apartments.com/598-6th-st-brooklyn-ny/krnptr8/,844-673-5225,"598 6th St, Brooklyn, NY 11215","* morning: 9.5 mi
* evening: 9.5 mi","* morning: 42 mins
* evening: 44 mins","https://www.google.com/maps/place/598+6th+St,+Brooklyn,+NY+11215",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,450",,,12 Months,,,,
324 E 61st St,https://www.apartments.com/324-e-61st-st-new-york-ny/fqb3wvr/,929-200-4835,"324 E 61st St, New York, NY 10065","* morning: 0.4 mi
* evening: 0.4 mi","* morning: 8 mins
* evening: 8 mins","https://www.google.com/maps/place/324+E+61st+St,+New+York,+NY+10065",Dogs and Cats Allowed,,,,,,,"$2,459",,,12 Months,,,,
Hudson Point,https://www.apartments.com/hudson-point-jersey-city-nj/09yj8t3/,844-434-8006,"131 Dudley St, Jersey City, NJ 07302","* morning: 6.5 mi
* evening: 6.5 mi","* morning: 52 mins
* evening: 45 mins","https://www.google.com/maps/place/131+Dudley+St,+Jersey+City,+NJ+07302","Dogs Allowed:
0 
* $80 Monthly Pet Rent
* $400 Fee
* 3 Pet Limit","Garage: $215
1 space; Assigned Parking.","* Fitness Center
* Playground
* Walking/Biking Trails
* Gameroom","* Dishwasher
* Eat-in Kitchen
* Kitchen
* Microwave
* Oven
* Refrigerator",* Smoke Free Living,"* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Cable Ready
* Satellite TV
* Storage Units
* Tub/Shower
* Sprinkler System
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Carpet
* Tile Floors
* Recreation Room
* Views
* Walk-In Closets","$2,460 - 2,915","* Assigned Garage Parking: $215
* Cat Rent: $50
* Dog Rent: $80","* Cat Fee: $300
* Dog Fee: $400",Flexible terms,"* Package Service
* Controlled Access
* Property Manager on Site
* Concierge
* Dry Cleaning Service","* Built in 2002
* 182 Units/6 Stories","* Business Center
* Clubhouse
* Breakfast/Coffee Concierge",* Gated
358 State St Unit 1D,https://www.apartments.com/358-state-st-brooklyn-ny/rl03ne2/,844-476-1385,"358 State St, Brooklyn, NY 11217","* morning: 7.5 mi
* evening: 7.3 mi","* morning: 36 mins
* evening: 32 mins","https://www.google.com/maps/place/358+State+St,+Brooklyn,+NY+11217",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,464",,,12 Months,,,,
355 State St Unit 1D,https://www.apartments.com/355-state-st-brooklyn-ny/n7843sp/,516-362-3447,"355 State St, Brooklyn, NY 11217","* morning: 7.5 mi
* evening: 7.2 mi","* morning: 35 mins
* evening: 31 mins","https://www.google.com/maps/place/355+State+St,+Brooklyn,+NY+11217",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,464",,,12 Months,,,,
The Gotham,https://www.apartments.com/the-gotham-jersey-city-nj/z9s097z/,,"255 Warren St, Jersey City, NJ 07302","* morning: 6.2 mi
* evening: 6.2 mi","* morning: 46 mins
* evening: 39 mins","https://www.google.com/maps/place/255+Warren+St,+Jersey+City,+NJ+07302","Dogs and Cats Allowed
Please call for breed restrictions. 
* $50 Monthly Pet Rent
* 1 Pet Limit","Garage: $215
2 spaces.","* Fitness Center
* Playground
* Gameroom","* Dishwasher
* Range
* Refrigerator","* 24 Hour Lobby Attendant
* Available Concierge Service
* Available Garaged Parking
* BBQ/Picnic Area
* Close to PATH and Light Rail
* Indoor and Outdoor Child Play Areas
* On-Site Dry Cleaning
* On-Site Maintenance","* High Speed Internet Access
* Air Conditioning
* Smoke Free
* Wheelchair Accessible (Rooms)","* Sunroom
* Views","$2,465","* Unassigned Garage Parking: $215
* Assigned Other Parking: $265
* Cat Rent: $50
* Dog Rent: $50
* Water, Trash Removal, Sewer: Included",* Application Fee: $75,"12, 24","* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge
* Dry Cleaning Service","* Built in 2000
* 220 Units/23 Stories",* Elevator,"* Sundeck
* Grill
* Picnic Area"
221 E 23rd St Unit 2,https://www.apartments.com/221-e-23rd-st-new-york-ny/zfwqh4x/,844-816-2209,"221 E 23rd St, New York, NY 10010","* morning: 2.2 mi
* evening: 2.2 mi","* morning: 13 mins
* evening: 17 mins","https://www.google.com/maps/place/221+E+23rd+St,+New+York,+NY+10010",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,470",,,12 Months,,,,
358 State St,https://www.apartments.com/358-state-st-brooklyn-ny/lbctg5d/,914-222-0788,"358 State St, Brooklyn, NY 11217","* morning: 7.5 mi
* evening: 7.3 mi","* morning: 36 mins
* evening: 32 mins","https://www.google.com/maps/place/358+State+St,+Brooklyn,+NY+11217",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,470",,,12 Months,,,,
311 E 61st St Unit 9,https://www.apartments.com/311-e-61st-st-new-york-ny/fy4ecjt/,844-826-1892,"311 E 61st St, New York, NY 10065","* morning: 0.4 mi
* evening: 0.4 mi","* morning: 8 mins
* evening: 7 mins","https://www.google.com/maps/place/311+E+61st+St,+New+York,+NY+10065",Dogs and Cats Allowed,,,,,,,"$2,475",,,12 Months,,,,
356 E 13th St Unit 5,https://www.apartments.com/356-e-13th-st-new-york-ny/l51nexf/,844-867-9551,"356 E 13th St, New York, NY 10003","* morning: 3.0 mi
* evening: 2.9 mi","* morning: 20 mins
* evening: 17 mins","https://www.google.com/maps/place/356+E+13th+St,+New+York,+NY+10003",Dogs and Cats Allowed,,,,,,,"$2,485",,,12 Months,,,,
89 Grand St Unit 6B,https://www.apartments.com/89-grand-st-brooklyn-ny/g9gph9w/,844-738-8793,"89 Grand St, Brooklyn, NY 11249","* morning: 5.1 mi
* evening: 5.1 mi","* morning: 40 mins
* evening: 33 mins","https://www.google.com/maps/place/89+Grand+St,+Brooklyn,+NY+11249",Dogs and Cats Allowed,,,,,,,"$2,486",,,12 Months,* Laundry Facilities,,,
169 W 85th St,https://www.apartments.com/169-w-85th-st-new-york-ny/3t36dfd/,844-619-7974,"169 W 85th St, New York, NY 10024","* morning: 4.5 mi
* evening: 4.6 mi","* morning: 33 mins
* evening: 30 mins","https://www.google.com/maps/place/169+W+85th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,490",,,12 Months,,,,
1000 Jefferson Street Apartments,https://www.apartments.com/1000-jefferson-street-apartments-hoboken-nj/ns17sgp/,844-297-4351,"1000 Jefferson St, Hoboken, NJ 07030","* morning: 7.0 mi
* evening: 5.4 mi","* morning: 1 hour 1 min
* evening: 56 mins","https://www.google.com/maps/place/1000+Jefferson+St,+Hoboken,+NJ+07030","Dogs and Cats Allowed:
Breed restrictions apply. Call for details. 
* $600 Deposit
* $40 Monthly Pet Rent
* 65 lb Weight Limit
* 2 Pet Limit","Covered: $200
1 space. Parking Available","* Fitness Center
* Cardio Machines
* Weight Machines
* Pool
* Bike Storage","* Dishwasher
* Disposal
* Ice Maker
* Granite Countertops
* Stainless Steel Appliances
* Pantry
* Island Kitchen
* Microwave
* Oven
* Range
* Refrigerator","* 24 hr package locker
* 30 Day Satisfaction Guarantee
* BBQ/Picnic Area
* Courtyard
* Emergency Maintenance
* Gated Access
* Media Center
* Online Rental Payments
* Pets Welcome
* Shuttle Service to Hoboken Path Station
* Street front retail space available","* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Heating
* Smoke Free
* Cable Ready
* Trash Compactor
* Double Vanities
* Tub/Shower
* Fireplace
* Intercom
* Sprinkler System","* Hardwood Floors
* Carpet
* Tile Floors
* Vinyl Flooring
* Built-In Bookshelves
* Views
* Skylight
* Walk-In Closets
* Window Coverings","$2,495 - 3,685","* Unassigned Covered Parking: $200
* Cat Rent: $40
* Dog Rent: $40","* Amenity Fee: $800
* Application Fee: $150
* Cat Deposit: $600
* Dog Deposit: $600","2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 15 months, 18 months","* Community-Wide WiFi
* Wi-Fi at Pool and Clubhouse
* Laundry Facilities
* Controlled Access
* Video Patrol
* Shuttle to Train
* On-Site ATM
* On-Site Retail
* Trash Pickup - Door to Door
* Renters Insurance Program
* Planned Social Activities
* Pet Care
* Car Charging Station","* Built in 2007
* 217 Units/6 Stories","* Clubhouse
* Disposal Chutes
* Coffee Bar
* Corporate Suites
* Two Story Lobby","* Rooftop Lounge
* Courtyard
* Grill"
Hamilton House,https://www.apartments.com/hamilton-house-jersey-city-nj/grsvlkz/,855-309-1354,"255 Brunswick St, Jersey City, NJ 07302","* morning: 7.3 mi
* evening: 7.5 mi","* morning: 59 mins
* evening: 53 mins","https://www.google.com/maps/place/255+Brunswick+St,+Jersey+City,+NJ+07302","Dogs Allowed
* $50 Monthly Pet Rent
* $500 Fee
* 50 lb Weight Limit
* 2 Pet Limit","Surface Lot: $200
1 space; Assigned Parking.","* Fitness Center
* Fitness Programs
* Health Club Facility
* Cardio Machines
* Free Weights
* Weight Machines
* Playground
* Bike Storage
* Basketball Court
* Sport Court
* Walking/Biking Trails
* Gameroom","* Dishwasher
* Disposal
* Ice Maker
* Granite Countertops
* Stainless Steel Appliances
* Island Kitchen
* Kitchen
* Microwave
* Oven
* Range
* Refrigerator
* Freezer","* “The Art Project” Gallery
* 10k sqft of Amenities
* Bike Storage
* Business Center
* Children’s Playroom
* Cold Storage for Deliveries
* Concierge
* Doorman
* Gym
* Hamilton Park
* Kiddie Academy Daycare and Preschool
* On-Site Parking
* On-Site Storage
* Parking
* Playroom
* Private Transportation Services
* Roof Deck
* Shuttle Service
* Yoga Room","* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Heating
* Smoke Free
* Cable Ready
* Alarm
* Trash Compactor
* Storage Units
* Double Vanities
* Tub/Shower
* Handrails
* Intercom
* Sprinkler System
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Office
* Recreation Room
* Bay Window
* Views
* Walk-In Closets
* Loft Layout
* Double Pane Windows
* Window Coverings","$2,495","* Storage Fee: $50
* Assigned Surface Lot Parking: $200
* Cat Rent: $25
* Dog Rent: $50
* Gas, Water, Heat, Trash Removal, Sewer: Included","* Application Fee: $45
* Cat Fee: $250
* Dog Fee: $500",12 - 24 Month Leases,"* Package Service
* Community-Wide WiFi
* Wi-Fi at Pool and Clubhouse
* Laundry Facilities
* Controlled Access
* Day Care
* Maintenance on site
* Property Manager on Site
* Security System
* Doorman
* Concierge
* Courtesy Patrol
* Video Patrol
* Shuttle to Train
* On-Site Retail
* Trash Pickup - Curbside
* Recycling
* Dry Cleaning Service
* Laundry Service
* Online Services
* Energy Star Certified
* Planned Social Activities","* Built in 2016
* 75 Units/7 Stories","* Elevator
* Business Center
* Lounge
* Multi Use Room
* Storage Space
* Conference Room
* Two Story Lobby","* Fenced Lot
* Rooftop Lounge
* Sundeck
* Courtyard
* Grill
* Picnic Area"
344 E 20th St Unit 7,https://www.apartments.com/344-e-20th-st-new-york-ny/x0g38kn/,347-354-2241,"344 E 20th St, New York, NY 10003","* morning: 2.5 mi
* evening: 3.1 mi","* morning: 19 mins
* evening: 21 mins","https://www.google.com/maps/place/344+E+20th+St,+New+York,+NY+10003",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,,,,
539 E 78th St Unit 3C,https://www.apartments.com/539-e-78th-st-new-york-ny/bpqcnq9/,844-703-9464,"539 E 78th St, New York, NY 10075","* morning: 1.6 mi
* evening: 1.6 mi","* morning: 17 mins
* evening: 18 mins","https://www.google.com/maps/place/539+E+78th+St,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,* Laundry Facilities,,,
22 W 77th St Unit 34,https://www.apartments.com/22-w-77th-st-new-york-ny/k33qh2b/,,"22 W 77th St, New York, NY 10024","* morning: 2.1 mi
* evening: 3.1 mi","* morning: 28 mins
* evening: 28 mins","https://www.google.com/maps/place/22+W+77th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,* Laundry Facilities,,,
33 W 76th St Unit 3B,https://www.apartments.com/33-w-76th-st-new-york-ny/cfqmxpg/,,"33 W 76th St, New York, NY 10023","* morning: 1.5 mi
* evening: 2.7 mi","* morning: 32 mins
* evening: 28 mins","https://www.google.com/maps/place/33+W+76th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,* Laundry Facilities,,,
273 W 73rd St Unit 4B,https://www.apartments.com/273-w-73rd-st-new-york-ny/tlvyzq9/,,"273 W 73rd St, New York, NY 10023","* morning: 4.0 mi
* evening: 3.7 mi","* morning: 28 mins
* evening: 28 mins","https://www.google.com/maps/place/273+W+73rd+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,* Laundry Facilities,,,
1482 York Ave Unit 4-C,https://www.apartments.com/1482-york-ave-new-york-ny/1nd1kd4/,,"1482 York Ave, New York, NY 10075","* morning: 1.5 mi
* evening: 1.5 mi","* morning: 16 mins
* evening: 16 mins","https://www.google.com/maps/place/1482+York+Ave,+New+York,+NY+10075",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,* Laundry Facilities,,,
345 W 53rd St Unit 4C,https://www.apartments.com/345-w-53rd-st-new-york-ny/7tzgfmz/,,"345 W 53rd St, New York, NY 10019","* morning: 1.4 mi
* evening: 1.3 mi","* morning: 16 mins
* evening: 17 mins","https://www.google.com/maps/place/345+W+53rd+St,+New+York,+NY+10019",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,495",,,12 Months,,,,
876 Lexington Ave Unit 1B,https://www.apartments.com/876-lexington-ave-new-york-ny/er71e9p/,,"876 Lexington Ave, New York, NY 10065","* morning: 0.3 mi
* evening: 0.6 mi","* morning: 7 mins
* evening: 6 mins","https://www.google.com/maps/place/876+Lexington+Ave,+New+York,+NY+10065",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,,,,
532 E 85th St Unit 4F,https://www.apartments.com/532-e-85th-st-new-york-ny/qx1fn4w/,,"532 E 85th St, New York, NY 10028","* morning: 2.0 mi
* evening: 1.9 mi","* morning: 18 mins
* evening: 16 mins","https://www.google.com/maps/place/532+E+85th+St,+New+York,+NY+10028",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,* Laundry Facilities,,,
358 W 45th St,https://www.apartments.com/358-w-45th-st-new-york-ny/qple7lz/,516-226-0646,"358 W 45th St, New York, NY 10036","* morning: 1.8 mi
* evening: 1.8 mi","* morning: 18 mins
* evening: 19 mins","https://www.google.com/maps/place/358+W+45th+St,+New+York,+NY+10036",Dogs and Cats Allowed,,,,,,,"$2,495",,,12 Months,,,,
153 Washington St,https://www.apartments.com/153-washington-st-jersey-city-nj/hghd871/,,"153 Washington St, Jersey City, NJ 07302","* morning: 6.4 mi
* evening: 6.4 mi","* morning: 50 mins
* evening: 43 mins","https://www.google.com/maps/place/153+Washington+St,+Jersey+City,+NJ+07302",Dogs and Cats Allowed,Covered: $225,,,,"* Washer/Dryer
* Smoke Free",,"$2,495",,,12 Months,,,,
324 W 84th St,https://www.apartments.com/324-w-84th-st-new-york-ny/2sf1ycb/,844-421-8602,"324 W 84th St, New York, NY 10024","* morning: 4.6 mi
* evening: 4.7 mi","* morning: 34 mins
* evening: 32 mins","https://www.google.com/maps/place/324+W+84th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,499",,,12 Months,,,,
169 W 85th St,https://www.apartments.com/169-w-85th-st-new-york-ny/f4sj2xr/,844-616-4711,"169 W 85th St, New York, NY 10024","* morning: 4.5 mi
* evening: 4.6 mi","* morning: 33 mins
* evening: 30 mins","https://www.google.com/maps/place/169+W+85th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,499",,,12 Months,,,,
115 W 77th St Unit 2 R,https://www.apartments.com/115-w-77th-st-new-york-ny/y919y6r/,844-889-0858,"115 W 77th St, New York, NY 10024","* morning: 4.2 mi
* evening: 3.9 mi","* morning: 33 mins
* evening: 32 mins","https://www.google.com/maps/place/115+W+77th+St,+New+York,+NY+10024",Dogs and Cats Allowed,,,,,,,"$2,499",,,12 Months,,,,
333 W 76th St Unit 3B,https://www.apartments.com/333-w-76th-st-new-york-ny/5m2zeem/,929-358-7548,"333 W 76th St, New York, NY 10023","* morning: 4.2 mi
* evening: 3.9 mi","* morning: 33 mins
* evening: 32 mins","https://www.google.com/maps/place/333+W+76th+St,+New+York,+NY+10023",Dogs and Cats Allowed,,,,,,,"$2,499",,,12 Months,,,,
520 E 88th St,https://www.apartments.com/520-e-88th-st-new-york-ny/wf2mcbl/,,"520 E 88th St, New York, NY 10128","* morning: 2.1 mi
* evening: 2.0 mi","* morning: 19 mins
* evening: 17 mins","https://www.google.com/maps/place/520+E+88th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,* Washer/Dryer,,"$2,499",,,12 Months,,,,
Exo Astoria Apartments,https://www.apartments.com/exo-astoria-apartments-astoria-ny/9krqbl6/,781-708-0100,"26-38 21st St, Astoria, NY 11102","* morning: 4.0 mi
* evening: 4.2 mi","* morning: 28 mins
* evening: 27 mins","https://www.google.com/maps/place/26-38+21st+St,+Astoria,+NY+11102",Pets Negotiable,"Surface Lot
Parking Available","* Fitness Center
* Free Weights","* Dishwasher
* Disposal
* Ice Maker
* Stainless Steel Appliances
* Island Kitchen
* Kitchen
* Microwave
* Oven
* Range
* Refrigerator
* Freezer",,"* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Washer/Dryer Hookup
* Air Conditioning
* Heating
* Cable Ready
* Trash Compactor
* Storage Units
* Tub/Shower
* Intercom
* Sprinkler System
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Views
* Walk-In Closets
* Window Coverings","$2,500 - 2,800","* Storage Fee: $75
* Unassigned Garage Parking: $250
* Assigned Other Parking: $275
* Cat Rent: $50
* Dog Rent: $50
* Water, Trash Removal, Sewer: Included",* Application Fee: $100,12 - 24 Month Leases,"* Package Service
* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge
* Recycling","* Built in 2010
* 119 Units/14 Stories","* Elevator
* Lounge","* Rooftop Lounge
* Sundeck"
23-15 Astoria Blvd,https://www.apartments.com/23-15-astoria-blvd-astoria-ny/0x3n0q2/,,"23-15 Astoria Blvd, Astoria, NY 11102","* morning: 4.2 mi
* evening: 4.0 mi","* morning: 27 mins
* evening: 23 mins","https://www.google.com/maps/place/23-15+Astoria+Blvd,+Astoria,+NY+11102","Dogs Allowed
* $500 Deposit
* 15 lb Weight Limit","Surface Lot: $250
Assigned Parking.",,"* Dishwasher
* Microwave",,"* High Speed Internet Access
* Wi-Fi
* Air Conditioning
* Cable Ready
* Trash Compactor
* Intercom
* Sprinkler System",,"$2,500 - 2,800","* Assigned Surface Lot Parking: $250
* Water: Included","* Application Fee: $75
* Dog Deposit: $500",1 Year,* Laundry Facilities,"* Built in 2016
* 37 Units/7 Stories",* Elevator,* Rooftop Lounge
238 E 106th St,https://www.apartments.com/238-e-106th-st-new-york-ny/l5fx6tf/,,"238 E 106th St, New York, NY 10029","* morning: 2.6 mi
* evening: 2.6 mi","* morning: 17 mins
* evening: 18 mins","https://www.google.com/maps/place/238+E+106th+St,+New+York,+NY+10029","Dogs, Cats and Fish Allowed",,,"* Granite Countertops
* Stainless Steel Appliances
* Kitchen
* Microwave
* Oven
* Range",,"* Air Conditioning
* Heating
* Cable Ready
* Tub/Shower
* Intercom","* Hardwood Floors
* Tile Floors","$2,500",* Water: Included,* Application Fee: $40,,"* Laundry Facilities
* Property Manager on Site
* Doorman","* Built in 2016
* 30 Units/8 Stories",* Elevator,* Rooftop Lounge
185 E 3rd St Unit 8D,https://www.apartments.com/185-e-3rd-st-new-york-ny/mn6mhzh/,347-352-7961,"185 E 3rd St, New York, NY 10009","* morning: 3.8 mi
* evening: 3.5 mi","* morning: 27 mins
* evening: 30 mins","https://www.google.com/maps/place/185+E+3rd+St,+New+York,+NY+10009",Dogs and Cats Allowed,,,,,,,"$2,500",,,12 Months,* Laundry Facilities,,,
1693 2nd Ave Unit 5,https://www.apartments.com/1693-2nd-ave-new-york-ny/d4ry0mh/,,"1693 2nd Ave, New York, NY 10128","* morning: 1.7 mi
* evening: 1.6 mi","* morning: 12 mins
* evening: 10 mins","https://www.google.com/maps/place/1693+2nd+Ave,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,500",,,12 Months,* Laundry Facilities,,,
232 E 88th St Unit 1B,https://www.apartments.com/232-e-88th-st-new-york-ny/z35qzqw/,,"232 E 88th St, New York, NY 10128","* morning: 1.7 mi
* evening: 1.7 mi","* morning: 12 mins
* evening: 11 mins","https://www.google.com/maps/place/232+E+88th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,500",,,12 Months,* Laundry Facilities,,,
512 E 88th St Unit 3C,https://www.apartments.com/512-e-88th-st-new-york-ny/w6dbfmh/,,"512 E 88th St, New York, NY 10128","* morning: 2.1 mi
* evening: 2.0 mi","* morning: 19 mins
* evening: 17 mins","https://www.google.com/maps/place/512+E+88th+St,+New+York,+NY+10128",Dogs and Cats Allowed,,,,,,,"$2,500",,,12 Months,* Laundry Facilities,,,
